Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       0.026803        0.013873        0.146154
2       No      Show    2       C       -1.480195       -0.048637       0.122360
3       No      Show    3       C       -2.112066       1.323827        -0.101888
4       No      Show    4       O       0.593758        -1.033521       -0.446183
5       No      Show    5       O       0.667029        0.872676        0.661399
6       No      Show    6       H       -1.781327       2.026676        0.651714
7       No      Show    7       H       -1.843921       1.722212        -1.074615
8       No      Show    8       H       -1.794411       -0.757831       -0.632610
9       No      Show    9       H       -1.785445       -0.451080       1.084809
10      No      Show    10      H       -3.192920       1.250085        -0.055946
11      No      Show    11      H       1.538881        -0.944134       -0.360085
