9 1
11 4
12 3
13 3
14 10
15 15
16 15
17 15
18 24
19 28
20 34
21 29
22 31
23 39
24 44
25 31
26 40
27 49
28 64
29 44
30 59
31 63
32 63
33 51
34 50
35 66
36 56
37 51
38 48
39 42
40 51
41 48
42 39
43 33
44 38
45 55
46 30
47 39
48 30
49 33
50 34
51 28
52 32
53 29
54 21
55 25
56 21
57 14
58 27
59 18
60 28
61 21
62 22
63 18
64 21
65 17
66 24
67 20
68 13
69 22
70 24
71 26
72 19
73 10
74 27
75 14
76 9
77 9
78 10
79 13
80 16
81 20
82 9
83 8
84 10
85 12
86 7
87 13
88 14
89 14
90 16
91 15
92 12
93 14
94 14
95 12
96 15
97 14
98 14
99 12
100 11
101 13
102 8
103 7
104 9
105 15
106 5
107 10
108 13
109 9
110 5
111 14
112 5
113 7
114 7
115 4
116 2
117 1
118 2
119 1
120 2
121 1
122 3
124 1
