#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        VOLUME          HEAT_VAP        MOLFRACT_C16P   MOLFRACT_C1P    MOLFRACT_C2P    MOLFRACT_C3P    MOLFRACT_C4P    MOLFRACT_C5P    MOLFRACT_C6P    MOLFRACT_C7P    MOLFRACT_C8P    MOLDENS_C16P    MOLDENS_C1P     MOLDENS_C2P     MOLDENS_C3P     MOLDENS_C4P     MOLDENS_C5P     MOLDENS_C6P     MOLDENS_C7P     MOLDENS_C8P     
100000           -7.14710536e+05 -1.31669510e+06 -1.22563137e+05  8.57928229e+05 -1.33380530e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50507500e+02  7.67919784e+02  7.34705903e+04  4.21419060e+01  9.96646674e-01  2.93078991e-03  4.12999739e-04  9.53642384e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.04165577e-03  6.03439345e-06  8.48239822e-07  1.95512688e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
200000           -7.23280841e+05 -1.31940845e+06 -1.22846331e+05  8.52144100e+05 -1.33170158e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51348900e+02  7.69156735e+02  7.33909476e+04  4.23923646e+01  9.91105449e-01  6.46377183e-03  2.37070669e-03  6.00723249e-05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.04386901e-03  1.33619328e-05  4.89141745e-06  1.23688934e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
300000           -7.22685502e+05 -1.31736786e+06 -1.22936964e+05  8.49959253e+05 -1.32339934e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50406690e+02  7.70212152e+02  7.32584898e+04  4.26148461e+01  9.97312332e-01  1.44124583e-03  6.81914894e-04  1.05964186e-04  4.78145695e-05  4.10728477e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.04756026e-03  2.97880509e-06  1.40915186e-06  2.18011879e-07  9.85694323e-08  8.46971097e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00
400000           -7.25322675e+05 -1.31873793e+06 -1.22966259e+05  8.48277235e+05 -1.31895725e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50761760e+02  7.69116148e+02  7.34833822e+04  4.26487779e+01  9.94963471e-01  1.03516668e-03  9.20608226e-05  2.13245033e-05  1.72185430e-06  2.75496689e-05  2.76622517e-04  4.01258278e-04  3.18082489e-03  2.04129994e-03  2.13447196e-06  1.89487075e-07  4.37625710e-08  3.54768462e-09  5.67611457e-08  5.68801573e-07  8.22982844e-07  6.53551215e-06
500000           -7.18511963e+05 -1.32384893e+06 -1.23103001e+05  8.59988126e+05 -1.31548160e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51023990e+02  7.68978545e+02  7.35906455e+04  4.21924667e+01  9.93220700e-01  1.57828947e-04  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.46050105e-03  5.16097029e-03  2.03832312e-03  3.25502745e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.99773903e-06  1.05910818e-05
600000           -7.21515354e+05 -1.32062950e+06 -1.23407169e+05  8.54608939e+05 -1.32087628e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51152910e+02  7.70745326e+02  7.34324945e+04  4.23265049e+01  9.92378187e-01  1.00595846e-03  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  5.74834437e-05  6.55837114e-03  2.04270421e-03  2.08127724e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.18402534e-07  1.34996255e-05
700000           -7.34119930e+05 -1.32394663e+06 -1.23584571e+05  8.46048466e+05 -1.32637195e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.51179090e+02  7.71892405e+02  7.33194531e+04  4.30130560e+01  9.92207081e-01  1.13136352e-03  4.68421053e-05  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.24219066e-03  5.37252321e-03  2.04586391e-03  2.34355270e-06  9.68894123e-08  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.56003137e-06  1.10790613e-05
800000           -7.26700211e+05 -1.31317919e+06 -1.22385622e+05  8.40858566e+05 -1.31993962e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50623830e+02  7.66493657e+02  7.36369138e+04  4.27707038e+01  9.95873713e-01  1.90461671e-03  8.94122081e-04  4.05274762e-04  3.69260195e-04  2.50331126e-05  1.48840624e-04  3.79139073e-04  0.00000000e+00  2.03705046e-03  3.90978522e-06  1.84108733e-06  8.33977399e-07  7.58436757e-07  5.13166596e-08  3.06133109e-07  7.80178579e-07  0.00000000e+00
900000           -7.39845072e+05 -1.31990231e+06 -1.22681161e+05  8.34340327e+05 -1.31601923e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.50951720e+02  7.68268260e+02  7.34684492e+04  4.34162282e+01  9.93730602e-01  3.80391675e-03  1.57404077e-03  4.93360395e-04  3.02796535e-04  9.52833051e-05  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.04171528e-03  7.86177053e-06  3.25037431e-06  1.02030326e-06  6.27203424e-07  1.97472576e-07  0.00000000e+00  0.00000000e+00  0.00000000e+00
1000000          -7.35550415e+05 -1.32379099e+06 -1.22951464e+05  8.42388918e+05 -1.31196875e+05  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.53181350e+02  7.68522200e+02  7.35482146e+04  4.25899076e+01  9.79280662e-01  1.27920329e-02  6.36479957e-03  1.49792838e-03  6.03285174e-05  4.24836601e-06  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.03950089e-03  2.67329907e-05  1.32819174e-05  3.12394026e-06  1.25117035e-07  8.81600097e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00
