#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         TOT_DENS        VOLUME          HEAT_VAP        MOLFRACT_C16P   MOLFRACT_C1P    MOLFRACT_C2P    MOLFRACT_C3P    MOLFRACT_C4P    MOLFRACT_C5P    MOLFRACT_C6P    MOLFRACT_C7P    MOLFRACT_C8P    MOLDENS_C16P    MOLDENS_C1P     MOLDENS_C2P     MOLDENS_C3P     MOLDENS_C4P     MOLDENS_C5P     MOLDENS_C6P     MOLDENS_C7P     MOLDENS_C8P     
100000            1.39738502e+04 -1.04740783e+03 -6.08115745e+01  1.65488901e+04 -1.46682052e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.49362270e+02  7.49795425e-01  2.68353065e+07  4.21221149e+01  0.00000000e+00  8.92446011e-01  7.67696118e-02  1.53846385e-02  3.07994766e-03  3.07994766e-03  3.07994766e-03  3.07994766e-03  3.07994766e-03  0.00000000e+00  2.16285827e-05  1.86051756e-06  3.72843386e-07  7.46429753e-08  7.46429753e-08  7.46429753e-08  7.46429753e-08  7.46429753e-08
200000            1.40283949e+04 -8.69611642e+02 -6.16302142e+01  1.64511045e+04 -1.49146781e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.47418500e+02  7.62582240e-01  2.62842494e+07  4.20756143e+01  0.00000000e+00  8.93552214e-01  7.59160031e-02  1.50971499e-02  3.07782076e-03  3.08920302e-03  3.08920302e-03  3.08920302e-03  3.08920302e-03  0.00000000e+00  2.20450463e-05  1.87298405e-06  3.72480405e-07  7.59258344e-08  7.62140618e-08  7.62140618e-08  7.62140618e-08  7.62140618e-08
300000            1.36933523e+04 -1.03928043e+03 -6.20785377e+01  1.62575959e+04 -1.46288461e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.49518470e+02  7.65271179e-01  2.62906767e+07  4.27263049e+01  0.00000000e+00  8.92470764e-01  7.68143976e-02  1.53190051e-02  3.07900610e-03  3.07920671e-03  3.07920671e-03  3.07920671e-03  3.07920671e-03  0.00000000e+00  2.20773938e-05  1.90017021e-06  3.78939362e-07  7.61662961e-08  7.61713570e-08  7.61713570e-08  7.61713570e-08  7.61713570e-08
400000            1.38142118e+04 -1.20799087e+03 -6.15812171e+01  1.65572209e+04 -1.47343704e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.49832300e+02  7.58700331e-01  2.65385992e+07  4.32133110e+01  0.00000000e+00  8.92295581e-01  7.69272377e-02  1.53885908e-02  3.07771817e-03  3.07771817e-03  3.07771817e-03  3.07771817e-03  3.07771817e-03  0.00000000e+00  2.18799313e-05  1.88632917e-06  3.77342578e-07  7.54685155e-08  7.54685155e-08  7.54685155e-08  7.54685155e-08  7.54685155e-08
500000            1.38234027e+04 -9.90416383e+02 -6.14491168e+01  1.63421553e+04 -1.46688715e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.49039590e+02  7.58001112e-01  2.65402005e+07  4.31611566e+01  0.00000000e+00  8.92397817e-01  7.68014606e-02  1.53933172e-02  3.08148104e-03  3.08148104e-03  3.08148104e-03  3.08148104e-03  3.08148104e-03  0.00000000e+00  2.18626984e-05  1.88153818e-06  3.77097167e-07  7.54923641e-08  7.54923641e-08  7.54923641e-08  7.54923641e-08  7.54923641e-08
600000            1.34104517e+04 -1.15489168e+03 -6.26968170e+01  1.60936682e+04 -1.46562799e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.49686390e+02  7.72603889e-01  2.60641565e+07  4.36058227e+01  0.00000000e+00  8.92276077e-01  7.69398127e-02  1.53920550e-02  3.07841100e-03  3.07841100e-03  3.07841100e-03  3.07841100e-03  3.07841100e-03  0.00000000e+00  2.22797842e-05  1.92116247e-06  3.84332723e-07  7.68665447e-08  7.68665447e-08  7.68665447e-08  7.68665447e-08  7.68665447e-08
700000            1.35498011e+04 -1.12098335e+03 -6.12775415e+01  1.62069770e+04 -1.47491502e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.47653780e+02  7.58144986e-01  2.64238189e+07  4.37994642e+01  0.00000000e+00  8.92941005e-01  7.68550022e-02  1.52714698e-02  2.83514068e-03  2.83313291e-03  3.08808326e-03  3.08808326e-03  3.08808326e-03  0.00000000e+00  2.19097045e-05  1.88574882e-06  3.74713661e-07  6.95793637e-08  6.95463945e-08  7.57708257e-08  7.57708257e-08  7.57708257e-08
800000            1.40738935e+04 -1.13821449e+03 -6.18801307e+01  1.67523395e+04 -1.47835132e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.48535220e+02  7.64813236e-01  2.62213446e+07  4.34977544e+01  0.00000000e+00  8.93417650e-01  7.66280660e-02  1.50184660e-02  2.80105869e-03  2.88313237e-03  3.08387577e-03  3.08387577e-03  3.08387577e-03  0.00000000e+00  2.21262003e-05  1.89772062e-06  3.71965478e-07  6.93933072e-08  7.13890615e-08  7.63746859e-08  7.63746859e-08  7.63746859e-08
900000            1.33412826e+04 -1.00602224e+03 -6.18698514e+01  1.58653626e+04 -1.45618790e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.48809590e+02  7.64592799e-01  2.62384945e+07  4.37937298e+01  0.00000000e+00  8.93536145e-01  7.67966178e-02  1.49588187e-02  2.57240775e-03  2.88879461e-03  3.08207658e-03  3.08256965e-03  3.08256965e-03  0.00000000e+00  2.21335743e-05  1.90230331e-06  3.70547441e-07  6.37821002e-08  7.14753301e-08  7.63447159e-08  7.63568885e-08  7.63568885e-08
1000000           1.33386744e+04 -1.03543947e+03 -6.16456195e+01  1.58751117e+04 -1.43935228e+03  0.00000000e+00  0.00000000e+00  0.00000000e+00  6.48028950e+02  7.63080527e-01  2.62345557e+07  4.38374011e+01  0.00000000e+00  8.93540894e-01  7.69619456e-02  1.51089010e-02  2.69032654e-03  2.44269930e-03  3.08266111e-03  3.08628625e-03  3.08628625e-03  0.00000000e+00  2.21049600e-05  1.90389042e-06  3.73786983e-07  6.65202657e-08  6.04900252e-08  7.62591932e-08  7.63502994e-08  7.63502994e-08
