Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       0.011500        -0.039325       -0.024744
2       No      Show    2       C       -1.336661       0.366956        0.513270
3       No      Show    3       C       -2.282431       0.865474        -0.573262
4       No      Show    4       O       0.934532        -0.096923       0.932971
5       No      Show    5       O       0.253666        -0.315308       -1.154670
6       No      Show    6       H       -1.888069       1.752657        -1.055670
7       No      Show    7       H       -2.428834       0.111432        -1.335901
8       No      Show    8       H       -1.745997       -0.507076       1.014111
9       No      Show    9       H       -1.185169       1.113691        1.284352
10      No      Show    10      H       -3.246838       1.114008        -0.143898
11      No      Show    11      H       1.750373        -0.391821       0.538457
