#STEPS          TOT_EN          EN_INTER        EN_TC           EN_INTRA(B)     EN_INTRA(NB)    EN_ELECT        EN_REAL         EN_RECIP        TOT_MOL         
100000            9.35337218e+04  1.67009186e+05 -1.49735646e+04  1.74798620e+04  0.00000000e+00 -7.59817615e+04 -3.82191593e+04  3.16173436e+04  1.36059560e+02
200000           -2.69613724e+05 -2.00178834e+05 -1.52892103e+04  2.15857948e+04  0.00000000e+00 -7.57314746e+04 -3.79545274e+04  3.14279922e+04  1.37852530e+02
300000           -2.82388276e+05 -2.06696577e+05 -1.56778640e+04  1.91082395e+04  0.00000000e+00 -7.91220741e+04 -4.01030674e+04  3.08814792e+04  1.39591630e+02
400000           -2.81472719e+05 -2.05864112e+05 -1.56536743e+04  1.78605971e+04  0.00000000e+00 -7.78155294e+04 -3.90623554e+04  3.09257389e+04  1.39480210e+02
500000           -2.75623826e+05 -2.04834700e+05 -1.56284594e+04  2.11737809e+04  0.00000000e+00 -7.63344468e+04 -3.85287024e+04  3.16139223e+04  1.39350390e+02
600000           -3.03862568e+05 -2.23087163e+05 -1.68593283e+04  2.15294980e+04  0.00000000e+00 -8.54455753e+04 -4.39068136e+04  3.03637441e+04  1.44751090e+02
700000           -2.87740822e+05 -2.13382270e+05 -1.61775469e+04  2.19200099e+04  0.00000000e+00 -8.01010150e+04 -4.00980753e+04  3.04928768e+04  1.41801840e+02
800000           -2.75698392e+05 -2.04844448e+05 -1.56204012e+04  2.19810685e+04  0.00000000e+00 -7.72146106e+04 -3.88068364e+04  3.09063235e+04  1.39326560e+02
900000           -2.70148589e+05 -2.01256134e+05 -1.53135999e+04  2.19006886e+04  0.00000000e+00 -7.54795437e+04 -3.79841853e+04  3.13809690e+04  1.37969430e+02
1000000          -2.79994044e+05 -2.07059358e+05 -1.57602315e+04  2.14765168e+04  0.00000000e+00 -7.86509710e+04 -3.92781985e+04  3.06976134e+04  1.39958440e+02
