Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       -0.009205       -0.082526       0.305774
2       No      Show    2       C       -1.515564       -0.081523       0.274063
3       No      Show    3       C       -2.041800       1.276318        -0.209166
4       No      Show    4       O       0.529796        -0.643608       -0.774028
5       No      Show    5       O       0.653508        0.392105        1.170857
6       No      Show    6       H       -1.695699       2.073039        0.438660
7       No      Show    7       H       -1.710314       1.486839        -1.220421
8       No      Show    8       H       -1.866652       -0.876367       -0.371190
9       No      Show    9       H       -1.859719       -0.271770       1.282987
10      No      Show    10      H       -3.125797       1.278626        -0.203945
11      No      Show    11      H       1.477622        -0.576958       -0.698421
