Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       -0.057425       -0.349811       0.261409
2       No      Show    2       C       -1.501946       0.037391        0.468953
3       No      Show    3       C       -2.041541       1.128286        -0.452920
4       No      Show    4       O       0.666823        0.585693        -0.346281
5       No      Show    5       O       0.418760        -1.374438       0.630518
6       No      Show    6       H       -1.494060       2.054272        -0.332645
7       No      Show    7       H       -1.975437       0.834131        -1.494605
8       No      Show    8       H       -2.077873       -0.876036       0.385922
9       No      Show    9       H       -1.578977       0.351365        1.507078
10      No      Show    10      H       -3.084746       1.317461        -0.224412
11      No      Show    11      H       1.562600        0.265819        -0.407696
