Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       0.023536        -0.003094       -0.027619
2       No      Show    2       C       -1.327468       0.390405        0.511585
3       No      Show    3       C       -2.293756       0.842835        -0.575893
4       No      Show    4       O       0.905488        -0.208776       0.948872
5       No      Show    5       O       0.303749        -0.141964       -1.173596
6       No      Show    6       H       -1.913550       1.713607        -1.096989
7       No      Show    7       H       -2.447822       0.061168        -1.309115
8       No      Show    8       H       -1.715447       -0.470527       1.049634
9       No      Show    9       H       -1.175456       1.163978        1.257103
10      No      Show    10      H       -3.253123       1.099142        -0.139713
11      No      Show    11      H       1.729905        -0.473021       0.550691
