Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       -0.072559       -0.276020       0.089114
2       No      Show    2       C       -1.432483       0.172088        0.558081
3       No      Show    3       C       -2.137549       0.983997        -0.536382
4       No      Show    4       O       0.908543        0.512884        0.520824
5       No      Show    5       O       0.129547        -1.207849       -0.620590
6       No      Show    6       H       -1.580480       1.883409        -0.776324
7       No      Show    7       H       -2.245175       0.395316        -1.439765
8       No      Show    8       H       -2.005966       -0.718498       0.782888
9       No      Show    9       H       -1.330712       0.760012        1.461066
10      No      Show    10      H       -3.125316       1.280111        -0.202146
11      No      Show    11      H       1.728276        0.188422        0.158477
