Row	Highlight	Display	Tag	Symbol	X	Y	Z
1       No      Show    1       C       -0.080044       -0.351639       0.172389
2       No      Show    2       C       -1.477163       0.086779        0.525919
3       No      Show    3       C       -2.071420       1.057860        -0.499957
4       No      Show    4       O       0.769652        0.672418        0.099670
5       No      Show    5       O       0.264576        -1.471770       -0.022467
6       No      Show    6       H       -1.485191       1.965852        -0.565149
7       No      Show    7       H       -2.113492       0.606590        -1.485820
8       No      Show    8       H       -2.079524       -0.807214       0.610799
9       No      Show    9       H       -1.437042       0.563614        1.500593
10      No      Show    10      H       -3.082226       1.324713        -0.212919
11      No      Show    11      H       1.628019        0.326736        -0.127791
