2 1
3 3
4 10
5 5
6 6
7 9
8 8
9 11
10 8
11 15
12 9
13 8
14 18
15 16
16 10
17 13
18 4
19 10
20 4
21 3
22 3
23 6
24 5
25 2
26 4
27 6
28 5
29 1
30 7
31 1
32 2
33 5
34 2
35 3
36 3
37 2
38 3
39 2
40 3
41 3
42 6
43 5
44 5
45 4
46 5
47 8
48 5
49 3
50 10
51 14
52 12
53 12
54 9
55 7
56 13
57 17
58 16
59 15
60 16
61 28
62 26
63 34
64 33
65 31
66 50
67 57
68 61
69 62
70 70
71 91
72 111
73 103
74 112
75 124
76 123
77 131
78 129
79 121
80 114
81 110
82 75
83 90
84 50
85 28
86 33
87 26
88 18
89 18
90 13
91 3
92 4
93 1
